Respondent_ID,Survey_Date,Q1_Age_Group,Q2_Gender,Q3_City,City_Tier,Q4_Income_Band,Q5_Education,Q6_Occupation,Q7_Marital_Status,Q8_Skin_Type,Q9_Skin_Concerns,Q10_Skin_Tone,Q11_Medical_Conditions,Q12_Past_Skin_Failure,Q13_Outdoor_Hrs,Q14_AC_Exposure,Q15_Stress_Level,Q16_Sleep_Hours,Q17_Exercise_Freq,Q18_Food_Type,Q19_Spice_Level,Q20a_Confidence,Q20b_Trendsetter,Q20c_BrandLoyal,Q20d_HealthInvest,Q20e_ChemWorry,Q21_Shopping_Personality,Q22_Trust_Source,Q23_Ingredient_Literacy,Q24_Eco_Importance,Q25_Daily_Products,Q26_Products_Used,Q27_Formulation_Pref,Q28_Traditional_Wear,Q29_Saree_Colors,Q30_Current_Spend,Q31_WTP_Band,Q31_WTP_INR,Q32_Purchase_Channel,Q33_AI_Comfort,Q34_Existing_Subs,Q35_Discovery_Channels,Q36_Satisfaction,Q37_Intent,Q37_Intent_Binary,Age_Numeric,Income_Numeric,Psychographic_Score,Wellness_Index,Engagement_Score
RESP2162,2024-09-01,23-28,Female,Hyderabad,Tier-1,75K-1.2L,Postgraduate,Homemaker,Married-No Children,Dry,Dark Spots/Pigmentation|Dullness/Uneven Tone|No Concern-Maintenance,Wheatish/Medium,None,No-Lucky So Far,3-5 hrs,4-7 hrs,1.7,5-6 hrs,1-2x/week,Non-Veg Occasional,3.2,3.9,3.6,2.8,3.7,2.2,Loyal Buyer,Doctor/GP,Read but understand little,3.5,1-2 Products,Ayurvedic/Herbal Products|Night Cream/Overnight Mask|Vitamin C Serum|Face Wash/Cleanser|Moisturiser/Day Cream|Hyaluronic Acid/Hydration|Sunscreen/SPF|Under-eye Cream,Mix of Both,Rarely/Never,Purple/Violet|Yellow/Gold,Rs1-300,600-999,800.0,Brand Website D2C|Social Commerce,1.8,Yes-One Sub,Instagram/Reels|YouTube Reviews,3.4,Probably Yes - Trial First,Interested,25,97000,3.73,2.77,2.97
RESP2163,2024-01-01,36-45,Female,Pune,Tier-2,75K-1.2L,Undergraduate,Self-Employed/Business,Single,Dry,Dark Circles/Puffy Eyes,Dark,Known Skin Allergies,No-Lucky So Far,>5 hrs,Rarely/Never,3.8,<5 hrs,3-4x/week,Vegetarian+Eggs,4.3,3.3,2.8,4.1,2.4,2.9,Loyal Buyer,Dermatologist/Skin Specialist,Know a few key ingredients,1.4,3-4 Products,Sunscreen/SPF|Under-eye Cream|Face Wash/Cleanser|Night Cream/Overnight Mask|Moisturiser/Day Cream|Hyaluronic Acid/Hydration|Vitamin C Serum,Science-backed/Clinical,Few Times/Week,Yellow/Gold,Rs1201-2500,1500-2499,2000.0,Nykaa/Purplle/Tira|Brand Website D2C,2.6,No-Open to It,Friends/Family,1.9,Undecided,Not Interested,40,97000,2.83,2.07,2.3
RESP2164,2024-05-22,18-22,Female,Delhi/Ncr,Tier-1,75K-1.2L,Doctoral/Professional,Salaried-Private,Single,Oily,Oiliness/Enlarged Pores,Dark,Eczema/Psoriasis|Known Skin Allergies,Yes-Once or Twice,<1 hr,>7 hrs,3.2,<5 hrs,1-2x/week,Non-Veg Occasional,2.5,3.4,5.0,3.8,4.4,2.5,Research-First,Dermatologist/Skin Specialist,Never read,2.4,5-7 Products,Sunscreen/SPF|Moisturiser/Day Cream|Face Wash/Cleanser|Niacinamide Serum|Under-eye Cream|Ayurvedic/Herbal Products|Toner/Mist|Vitamin C Serum,Science-backed/Clinical,Festivals/Occasions Only,Orange/Saffron,Above Rs2500,1500-2499,2000.0,Nykaa/Purplle/Tira|Brand Website D2C|Social Commerce,2.0,Yes-One Sub,Instagram/Reels|YouTube Reviews,4.1,Definitely Yes,Interested,20,97000,4.27,1.93,3.5
RESP2165,2024-04-03,36-45,Female,Rural/Small Town,Tier-3,Below 20K,Postgraduate,Salaried-Government,Single,Oily,Dark Spots/Pigmentation|Dullness/Uneven Tone|Oiliness/Enlarged Pores,Very Dark,None,Yes-Once or Twice,>5 hrs,4-7 hrs,3.8,5-6 hrs,1-2x/week,Non-Veg Regular,4.8,1.9,3.5,3.1,2.6,5.0,Early Adopter,Social Media Influencer,Know a few key ingredients,4.9,1-2 Products,Moisturiser/Day Cream|Toner/Mist|Niacinamide Serum|Face Wash/Cleanser|Sunscreen/SPF,Mix of Both,Few Times/Week,Pink/Rose|Yellow/Gold,Rs1-300,1000-1499,1250.0,Beauty Salon/Spa,2.9,No-Open to It,Instagram/Reels|Friends/Family|Online Search/Blogs|Ads (App/TV),4.0,Undecided,Not Interested,40,15000,2.67,2.07,3.17
RESP2166,2024-03-07,36-45,Male,Bengaluru,Tier-1,Above 1.2L,Postgraduate,Student,Married-No Children,Oily,Dullness/Uneven Tone,Dusky/Olive,None,Yes-Once or Twice,<1 hr,>7 hrs,2.5,5-6 hrs,1-2x/week,Non-Veg Occasional,2.0,3.4,3.4,2.1,4.2,4.1,Deal Seeker,Self Research Only,Know a few key ingredients,3.3,3-4 Products,Sunscreen/SPF|Face Wash/Cleanser|Niacinamide Serum|Vitamin C Serum|Toner/Mist|Under-eye Cream|Collagen/Biotin Supplements|Retinol/Anti-aging Serum,Natural/Ayurvedic Only,Rarely/Never,Dont Wear Ethnic,Rs701-1200,2500plus,3000.0,Amazon/Flipkart|Supermarket|Social Commerce,3.9,No-Prefer One-time,Instagram/Reels|Friends/Family|Online Search/Blogs,3.6,Definitely Yes,Interested,40,150000,3.67,2.5,3.9
RESP2167,2024-01-05,29-35,Female,Delhi/Ncr,Tier-1,40K-75K,Undergraduate,Salaried-Private,Single,Oily,Acne/Pimples,Very Dark,None,No-Avoid New Products,1-2 hrs,>7 hrs,3.7,7-8 hrs,1-2x/week,Non-Veg Occasional,3.9,4.0,2.4,4.2,3.7,2.4,Early Adopter,Doctor/GP,Know a few key ingredients,2.6,1-2 Products,Moisturiser/Day Cream|Face Wash/Cleanser|Niacinamide Serum|Sunscreen/SPF|Ayurvedic/Herbal Products|Toner/Mist,Mix of Both,Festivals/Occasions Only,Pink/Rose,Above Rs2500,1000-1499,1250.0,Nykaa/Purplle/Tira|Supermarket,2.6,No-Open to It,Ads (App/TV),2.0,Probably Yes - Trial First,Interested,32,57000,3.37,2.43,2.77
RESP2168,2024-07-14,18-22,Male,Delhi/Ncr,Tier-1,20K-40K,Undergraduate,Salaried-Private,Married-No Children,Combination,Dark Spots/Pigmentation,Dark,None,No-Lucky So Far,3-5 hrs,Rarely/Never,3.9,5-6 hrs,Never,Non-Veg Regular,1.9,1.7,2.8,5.0,3.2,2.5,Research-First,Dermatologist/Skin Specialist,Know a few key ingredients,3.3,None,Toner/Mist|Face Wash/Cleanser|Niacinamide Serum|Moisturiser/Day Cream|Sunscreen/SPF|Ayurvedic/Herbal Products,Mix of Both,Daily,Dont Wear Ethnic,Rs0,Lt300,150.0,Local Pharmacy,2.5,Yes-One Sub,YouTube Reviews|Online Search/Blogs|In-store Trial,4.6,Undecided,Not Interested,20,30000,2.57,1.7,3.43
RESP2169,2024-07-02,23-28,Female,Indore,Tier-2,20K-40K,Undergraduate,Student,Married-With Children,Normal,Dark Spots/Pigmentation|No Concern-Maintenance,Wheatish/Medium,None,No-Lucky So Far,3-5 hrs,1-3 hrs,2.8,>8 hrs,Never,Non-Veg Regular,2.9,2.9,2.4,1.8,2.7,1.0,Research-First,Dermatologist/Skin Specialist,Understand most ingredients,2.6,1-2 Products,Sunscreen/SPF|Face Wash/Cleanser|Moisturiser/Day Cream,Natural/Ayurvedic Only,Festivals/Occasions Only,Red/Maroon|White/Cream|Yellow/Gold,Rs1-300,Lt300,150.0,Social Commerce,4.0,No-Open to It,Friends/Family|Dermatologist/Doctor|Influencer Reco,1.0,Probably Yes - Trial First,Interested,25,30000,2.67,2.73,2.57
RESP2170,2024-10-07,29-35,Male,Chennai,Tier-1,40K-75K,Undergraduate,Homemaker,Married-No Children,Oily,Acne/Pimples|Dark Spots/Pigmentation|Oiliness/Enlarged Pores,Wheatish/Medium,Chronic Acne (Diagnosed)|Eczema/Psoriasis,Yes-Once or Twice,<1 hr,Rarely/Never,3.1,5-6 hrs,Never,Vegetarian+Eggs,3.3,2.0,4.2,4.5,3.9,3.1,Loyal Buyer,Close Friend/Family,Know a few key ingredients,4.6,3-4 Products,Sunscreen/SPF|Sheet Mask/Clay Mask|Moisturiser/Day Cream|Niacinamide Serum|Face Wash/Cleanser|Toner/Mist,Mix of Both,Few Times/Week,Dont Wear Ethnic,Rs1201-2500,Would Not Subscribe,0.0,Amazon/Flipkart,3.6,No-Open to It,Instagram/Reels|YouTube Reviews,2.2,Undecided,Not Interested,32,57000,3.37,1.97,3.23
RESP2171,2024-11-26,46+,Female,Ahmedabad,Tier-2,Above 1.2L,Postgraduate,Self-Employed/Business,Married-No Children,Oily,Acne/Pimples|Oiliness/Enlarged Pores,Fair,None,Yes-Multiple Times,3-5 hrs,>7 hrs,2.5,7-8 hrs,Daily,Purely Vegetarian,2.8,3.0,1.2,2.8,2.9,2.3,Deal Seeker,Dermatologist/Skin Specialist,Expert - research every ingredient,2.2,1-2 Products,Toner/Mist|Face Wash/Cleanser|Niacinamide Serum|Collagen/Biotin Supplements|Sunscreen/SPF|Retinol/Anti-aging Serum|Under-eye Cream|Moisturiser/Day Cream,Science-backed/Clinical,Rarely/Never,White/Cream,Rs701-1200,1000-1499,1250.0,Amazon/Flipkart,3.7,No-Open to It,Instagram/Reels|Friends/Family|Online Search/Blogs|In-store Trial,3.6,Definitely Yes,Interested,52,150000,2.37,3.5,3.4
RESP2172,2024-03-02,29-35,Female,Mumbai,Tier-1,40K-75K,High School or Below,Freelancer/Gig,Married-No Children,Combination,Dark Spots/Pigmentation|Oiliness/Enlarged Pores|Fine Lines/Aging,Very Fair,None,Yes-Multiple Times,>5 hrs,>7 hrs,4.6,<5 hrs,Daily,Non-Veg Regular,3.0,2.6,4.2,2.9,4.6,3.1,Research-First,Doctor/GP,Read but understand little,2.6,3-4 Products,Toner/Mist|Face Wash/Cleanser|Sunscreen/SPF|Niacinamide Serum|Moisturiser/Day Cream,No Preference,Festivals/Occasions Only,Pink/Rose|Green/Teal|Orange/Saffron,Rs1201-2500,600-999,800.0,Amazon/Flipkart,1.0,No-Prefer One-time,Instagram/Reels|YouTube Reviews|Friends/Family|Online Search/Blogs,3.5,Undecided,Not Interested,32,57000,3.8,2.13,3.03
RESP2173,2024-05-21,23-28,Female,Mumbai,Tier-1,75K-1.2L,High School or Below,Self-Employed/Business,Married-With Children,Dry,Dryness/Flakiness|Dark Circles/Puffy Eyes,Fair,None,Yes-Once or Twice,1-2 hrs,4-7 hrs,3.0,5-6 hrs,3-4x/week,Purely Vegetarian,2.0,3.7,1.9,3.4,4.6,1.0,Loyal Buyer,Dermatologist/Skin Specialist,Read but understand little,1.8,3-4 Products,Under-eye Cream|Hyaluronic Acid/Hydration|Moisturiser/Day Cream|Face Wash/Cleanser|Sunscreen/SPF|Night Cream/Overnight Mask|Vitamin C Serum,No Preference,Festivals/Occasions Only,Black/Charcoal,Rs701-1200,1500-2499,2000.0,Nykaa/Purplle/Tira|Supermarket|Beauty Salon/Spa,2.5,No-Prefer One-time,Instagram/Reels|YouTube Reviews|Online Search/Blogs|In-store Trial,2.3,Definitely Yes,Interested,25,97000,3.4,2.67,3.13
RESP2174,2024-03-29,29-35,Female,Pune,Tier-2,Below 20K,Undergraduate,Freelancer/Gig,Single,Sensitive,Acne/Pimples|Redness/Irritation,Very Fair,Eczema/Psoriasis,No-Lucky So Far,>5 hrs,Rarely/Never,2.3,<5 hrs,3-4x/week,Non-Veg Regular,2.3,3.6,2.7,2.1,4.9,3.0,Research-First,Social Media Influencer,Understand most ingredients,2.8,5-7 Products,Ayurvedic/Herbal Products|Hyaluronic Acid/Hydration|Sunscreen/SPF|Face Wash/Cleanser|Moisturiser/Day Cream,Mix of Both,Festivals/Occasions Only,Yellow/Gold,Rs701-1200,600-999,800.0,Nykaa/Purplle/Tira,2.3,Yes-Multiple Subs,Instagram/Reels|Online Search/Blogs,2.3,Probably Yes - Trial First,Interested,32,15000,3.73,2.57,3.17
RESP2175,2024-01-27,29-35,Female,Nagpur,Tier-2,40K-75K,Undergraduate,Salaried-Government,Married-With Children,Combination,Acne/Pimples|Fine Lines/Aging|Sun Damage/Tanning,Dusky/Olive,None,No-Lucky So Far,3-5 hrs,Rarely/Never,2.5,7-8 hrs,Never,Purely Vegetarian,3.6,4.6,2.5,3.2,3.8,4.7,Loyal Buyer,Social Media Influencer,Read but understand little,2.9,5-7 Products,Niacinamide Serum|Moisturiser/Day Cream|Ayurvedic/Herbal Products|Toner/Mist|Sunscreen/SPF|Face Wash/Cleanser,Science-backed/Clinical,Festivals/Occasions Only,Orange/Saffron|Blue/Navy|Black/Charcoal,Rs701-1200,600-999,800.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Brand Website D2C|Social Commerce,2.1,No-Prefer One-time,YouTube Reviews|Friends/Family|Influencer Reco,2.7,Definitely Yes,Interested,32,57000,3.63,2.5,2.87
RESP2176,2024-08-08,36-45,Male,Patna,Tier-2,Prefer Not to Say,Undergraduate,Salaried-Government,Married-With Children,Dry,No Concern-Maintenance,Wheatish/Medium,None,No-Lucky So Far,>5 hrs,>7 hrs,3.2,7-8 hrs,Daily,Non-Veg Regular,3.2,3.4,2.3,1.7,3.3,3.1,Research-First,Self Research Only,Know a few key ingredients,4.2,None,Night Cream/Overnight Mask|Sunscreen/SPF|Face Wash/Cleanser|Hyaluronic Acid/Hydration|Moisturiser/Day Cream,No Preference,Rarely/Never,Dont Wear Ethnic,Rs301-700,300-599,450.0,Nykaa/Purplle/Tira|Beauty Salon/Spa,4.0,No-Prefer One-time,Instagram/Reels|YouTube Reviews|Friends/Family|Online Search/Blogs|In-store Trial,2.8,Probably Yes - Trial First,Interested,40,45000,3.0,3.27,3.37
RESP2177,2024-02-21,18-22,Male,Mumbai,Tier-1,75K-1.2L,Postgraduate,Retired,Married-No Children,Oily,Acne/Pimples|Dark Spots/Pigmentation,Wheatish/Medium,None,No-Avoid New Products,<1 hr,>7 hrs,3.8,5-6 hrs,1-2x/week,Non-Veg Occasional,2.6,3.7,3.5,3.6,3.4,2.2,Deal Seeker,Social Media Influencer,Expert - research every ingredient,2.2,3-4 Products,Vitamin C Serum|Face Wash/Cleanser|Sunscreen/SPF|Toner/Mist|Moisturiser/Day Cream|Under-eye Cream|Niacinamide Serum,No Preference,Few Times/Week,Dont Wear Ethnic,Rs701-1200,300-599,450.0,Amazon/Flipkart,2.4,Yes-One Sub,YouTube Reviews|Friends/Family|Online Search/Blogs,2.5,Probably Yes - Trial First,Interested,20,97000,3.53,2.07,2.77
RESP2178,2024-09-12,36-45,Male,Kolkata,Tier-1,20K-40K,Postgraduate,Self-Employed/Business,Single,Combination,Dark Spots/Pigmentation,Dusky/Olive,Known Skin Allergies,Yes-Multiple Times,3-5 hrs,1-3 hrs,1.9,5-6 hrs,Never,Non-Veg Regular,4.4,2.9,2.8,5.0,3.3,3.0,Loyal Buyer,Dermatologist/Skin Specialist,Know a few key ingredients,3.5,3-4 Products,Moisturiser/Day Cream|Face Wash/Cleanser|Toner/Mist|Sunscreen/SPF|Niacinamide Serum,Science-backed/Clinical,Few Times/Week,Dont Wear Ethnic,Rs1-300,1000-1499,1250.0,Amazon/Flipkart|Local Pharmacy|Supermarket|Social Commerce,1.5,Yes-One Sub,Friends/Family,4.2,Undecided,Not Interested,40,30000,3.0,2.37,3.0
RESP2179,2024-08-20,29-35,Male,Other Tier-2,Tier-2,40K-75K,High School or Below,Student,Married-No Children,Oily,Acne/Pimples|Oiliness/Enlarged Pores|No Concern-Maintenance,Dark,None,No-Lucky So Far,<1 hr,Rarely/Never,4.8,<5 hrs,Never,Vegetarian+Eggs,2.1,2.4,2.1,2.6,3.8,2.9,Early Adopter,Social Media Influencer,Know a few key ingredients,3.2,5-7 Products,Niacinamide Serum|Toner/Mist|Face Wash/Cleanser|Moisturiser/Day Cream|Sunscreen/SPF,Mix of Both,Festivals/Occasions Only,Dont Wear Ethnic,Rs1-300,300-599,450.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Dont Buy Skincare,3.1,Yes-Multiple Subs,Friends/Family|Online Search/Blogs,2.4,Probably Yes - Trial First,Interested,32,57000,2.77,1.07,3.1
RESP2180,2024-01-01,46+,Female,Chennai,Tier-1,20K-40K,Undergraduate,Self-Employed/Business,Single,Oily,Acne/Pimples|Oiliness/Enlarged Pores|Sun Damage/Tanning,Very Dark,None,No-Lucky So Far,>5 hrs,1-3 hrs,3.4,7-8 hrs,1-2x/week,Vegan,2.9,4.2,3.0,3.0,3.9,5.0,Social Follower,Dermatologist/Skin Specialist,Understand most ingredients,1.4,None,Toner/Mist|Niacinamide Serum|Sunscreen/SPF|Moisturiser/Day Cream|Face Wash/Cleanser|Sheet Mask/Clay Mask,Natural/Ayurvedic Only,Few Times/Week,Pink/Rose|Red/Maroon|Black/Charcoal,Rs701-1200,600-999,800.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Local Pharmacy,2.9,Yes-Multiple Subs,Friends/Family,4.1,Probably Yes - Trial First,Interested,52,30000,3.7,2.53,3.63
RESP2181,2024-10-28,23-28,Female,Nagpur,Tier-2,40K-75K,Undergraduate,Freelancer/Gig,Single,Oily,Dark Circles/Puffy Eyes,Dusky/Olive,None,Yes-Multiple Times,3-5 hrs,Rarely/Never,3.5,7-8 hrs,Never,Purely Vegetarian,2.7,4.5,2.1,3.1,4.6,2.7,Research-First,Close Friend/Family,Never read,2.4,3-4 Products,Toner/Mist|Moisturiser/Day Cream|Sunscreen/SPF|Niacinamide Serum|Face Wash/Cleanser,Natural/Ayurvedic Only,Rarely/Never,Orange/Saffron|Black/Charcoal,Rs1201-2500,1500-2499,2000.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Beauty Salon/Spa,2.0,No-Prefer One-time,In-store Trial|Ads (App/TV),3.2,Undecided,Not Interested,25,57000,3.73,2.17,3.27
RESP2182,2024-11-13,29-35,Female,Delhi/Ncr,Tier-1,75K-1.2L,High School or Below,Homemaker,Single,Normal,Dullness/Uneven Tone|Sun Damage/Tanning|Redness/Irritation,Wheatish/Medium,Chronic Acne (Diagnosed)|Rosacea,No-Lucky So Far,1-2 hrs,>7 hrs,3.0,<5 hrs,1-2x/week,Purely Vegetarian,3.8,4.0,2.3,4.1,3.6,1.8,Loyal Buyer,Dermatologist/Skin Specialist,Know a few key ingredients,2.4,5-7 Products,Moisturiser/Day Cream|Under-eye Cream|Sunscreen/SPF|Vitamin C Serum|Face Wash/Cleanser,Mix of Both,Festivals/Occasions Only,Black/Charcoal|White/Cream,Rs1201-2500,2500plus,3000.0,Local Pharmacy,3.9,No-Open to It,Online Search/Blogs,3.7,Definitely Yes,Interested,32,97000,3.3,2.0,3.73
RESP2183,2024-11-07,46+,Female,Other Tier-2,Tier-2,75K-1.2L,Postgraduate,Salaried-Government,Single,Dry,Dryness/Flakiness|Sun Damage/Tanning,Wheatish/Medium,Chronic Acne (Diagnosed)|Thyroid Disorder,Yes-Once or Twice,1-2 hrs,4-7 hrs,3.1,5-6 hrs,Never,Purely Vegetarian,3.2,3.5,1.3,3.6,2.5,3.0,Loyal Buyer,Dermatologist/Skin Specialist,Never read,4.6,1-2 Products,Vitamin C Serum|Face Wash/Cleanser|Moisturiser/Day Cream|Under-eye Cream|Sunscreen/SPF|Ayurvedic/Herbal Products|Night Cream/Overnight Mask|Hyaluronic Acid/Hydration,Mix of Both,Festivals/Occasions Only,Pastels/Muted|Pink/Rose|Blue/Navy,Above Rs2500,2500plus,3000.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Local Pharmacy,3.4,No-Open to It,YouTube Reviews|Friends/Family|Ads (App/TV),1.7,Probably Yes - Trial First,Interested,52,97000,2.43,1.97,2.53
RESP2184,2024-07-10,18-22,Female,Indore,Tier-2,20K-40K,Postgraduate,Self-Employed/Business,Married-No Children,Oily,Dark Circles/Puffy Eyes|Sun Damage/Tanning|Redness/Irritation,Fair,None,Yes-Once or Twice,>5 hrs,4-7 hrs,3.0,>8 hrs,1-2x/week,Non-Veg Regular,3.1,2.5,2.3,4.0,3.3,3.2,Loyal Buyer,Close Friend/Family,Read but understand little,3.6,1-2 Products,Toner/Mist|Sunscreen/SPF|Ayurvedic/Herbal Products|Face Wash/Cleanser|Niacinamide Serum|Moisturiser/Day Cream,Science-backed/Clinical,Festivals/Occasions Only,Pastels/Muted|Blue/Navy|Pink/Rose,Rs1201-2500,1500-2499,2000.0,Amazon/Flipkart|Local Pharmacy,3.4,Yes-One Sub,YouTube Reviews|Dermatologist/Doctor|Online Search/Blogs|In-store Trial,3.7,Probably Yes - Trial First,Interested,20,30000,2.7,3.0,3.47
RESP2185,2024-10-03,46+,Female,Other Tier-2,Tier-2,Above 1.2L,Postgraduate,Retired,Married-With Children,Combination,No Concern-Maintenance,Fair,None,Yes-Once or Twice,3-5 hrs,4-7 hrs,4.0,5-6 hrs,1-2x/week,Vegetarian+Eggs,1.5,4.4,3.3,2.7,4.8,3.6,Social Follower,Dermatologist/Skin Specialist,Never read,3.2,3-4 Products,Niacinamide Serum|Collagen/Biotin Supplements|Toner/Mist|Retinol/Anti-aging Serum|Moisturiser/Day Cream|Under-eye Cream|Face Wash/Cleanser|Vitamin C Serum,Natural/Ayurvedic Only,Daily,Purple/Violet|Pastels/Muted,Above Rs2500,1500-2499,2000.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Local Pharmacy|Supermarket,3.4,Yes-One Sub,Instagram/Reels|YouTube Reviews|Friends/Family|Ads (App/TV),3.7,Definitely Yes,Interested,52,150000,4.17,2.0,3.97
RESP2186,2024-04-13,29-35,Female,Lucknow,Tier-2,40K-75K,Postgraduate,Student,Single,Dry,Dark Spots/Pigmentation|Sun Damage/Tanning,Wheatish/Medium,PCOS/PCOD|Diabetes,Yes-Once or Twice,1-2 hrs,1-3 hrs,3.1,7-8 hrs,Daily,Non-Veg Occasional,4.0,3.9,2.8,3.6,2.4,3.8,Loyal Buyer,Doctor/GP,Expert - research every ingredient,1.0,8+ Products,Night Cream/Overnight Mask|Moisturiser/Day Cream|Sunscreen/SPF|Ayurvedic/Herbal Products|Face Wash/Cleanser|Hyaluronic Acid/Hydration,Mix of Both,Festivals/Occasions Only,Green/Teal,Rs1201-2500,2500plus,3000.0,Beauty Salon/Spa,4.0,No-Open to It,Instagram/Reels,2.4,Probably Yes - Trial First,Interested,32,57000,3.03,3.3,2.93
RESP2187,2024-04-10,18-22,Female,Hyderabad,Tier-1,40K-75K,High School or Below,Self-Employed/Business,Divorced/Separated/Widowed,Dry,Dark Circles/Puffy Eyes,Very Dark,None,Yes-Once or Twice,1-2 hrs,1-3 hrs,3.8,5-6 hrs,1-2x/week,Non-Veg Occasional,3.0,5.0,4.6,1.0,4.2,5.0,Loyal Buyer,Doctor/GP,Never read,1.4,5-7 Products,Sunscreen/SPF|Moisturiser/Day Cream|Ayurvedic/Herbal Products|Hyaluronic Acid/Hydration|Night Cream/Overnight Mask|Face Wash/Cleanser,Science-backed/Clinical,Festivals/Occasions Only,Green/Teal|Yellow/Gold|Orange/Saffron,Rs1-300,1000-1499,1250.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Brand Website D2C|Local Pharmacy|Social Commerce,2.7,No-Open to It,Instagram/Reels|Ads (App/TV),3.6,Probably Yes - Trial First,Interested,20,57000,4.6,2.07,3.5
RESP2188,2024-08-13,23-28,Male,Other Tier-2,Tier-2,40K-75K,Doctoral/Professional,Salaried-Private,Divorced/Separated/Widowed,Oily,Acne/Pimples|Dark Spots/Pigmentation|Dark Circles/Puffy Eyes,Very Fair,None,Yes-Multiple Times,>5 hrs,>7 hrs,2.7,7-8 hrs,1-2x/week,Non-Veg Regular,3.3,2.4,5.0,3.8,3.3,2.4,Research-First,Social Media Influencer,Know a few key ingredients,3.8,3-4 Products,Sunscreen/SPF|Sheet Mask/Clay Mask|Moisturiser/Day Cream|Niacinamide Serum|Toner/Mist|Face Wash/Cleanser,Mix of Both,Daily,Dont Wear Ethnic,Rs701-1200,1500-2499,2000.0,Amazon/Flipkart,1.7,No-Open to It,In-store Trial,1.7,Undecided,Not Interested,25,57000,3.57,2.77,2.23
RESP2189,2024-11-17,29-35,Male,Bengaluru,Tier-1,40K-75K,Postgraduate,Self-Employed/Business,Divorced/Separated/Widowed,Combination,Dullness/Uneven Tone|Fine Lines/Aging|Sun Damage/Tanning,Fair,Eczema/Psoriasis|Known Skin Allergies,No-Lucky So Far,1-2 hrs,4-7 hrs,3.3,>8 hrs,3-4x/week,Non-Veg Occasional,2.5,4.2,2.3,2.1,2.9,2.3,Loyal Buyer,Doctor/GP,Read but understand little,3.8,None,Face Wash/Cleanser|Sunscreen/SPF|Ayurvedic/Herbal Products|Toner/Mist|Moisturiser/Day Cream|Niacinamide Serum,Mix of Both,Few Times/Week,Dont Wear Ethnic,Rs701-1200,300-599,450.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Brand Website D2C,2.7,Yes-Multiple Subs,Instagram/Reels|Friends/Family|Dermatologist/Doctor|Online Search/Blogs|Influencer Reco,2.5,Probably Yes - Trial First,Interested,32,57000,3.13,3.23,2.7
RESP2190,2024-01-18,18-22,Female,Hyderabad,Tier-1,40K-75K,Doctoral/Professional,Salaried-Government,Married-With Children,Sensitive,No Concern-Maintenance,Fair,None,No-Lucky So Far,<1 hr,1-3 hrs,2.4,>8 hrs,Daily,Non-Veg Occasional,2.4,3.9,2.0,2.9,3.9,1.1,Research-First,Close Friend/Family,Know a few key ingredients,2.4,3-4 Products,Ayurvedic/Herbal Products|Hyaluronic Acid/Hydration|Moisturiser/Day Cream|Sunscreen/SPF|Face Wash/Cleanser|Sheet Mask/Clay Mask,Mix of Both,Festivals/Occasions Only,Purple/Violet|Blue/Navy|Pastels/Muted,Rs1-300,Lt300,150.0,Local Pharmacy,1.2,No-Prefer One-time,Instagram/Reels|Online Search/Blogs,3.8,Probably Yes - Trial First,Interested,20,57000,3.27,3.87,2.97
RESP2191,2024-01-15,29-35,Male,Chandigarh,Tier-2,40K-75K,High School or Below,Student,Single,Oily,Acne/Pimples|Oiliness/Enlarged Pores,Dusky/Olive,None,Yes-Once or Twice,>5 hrs,1-3 hrs,4.2,7-8 hrs,1-2x/week,Non-Veg Occasional,4.5,3.1,3.9,3.9,4.8,3.7,Deal Seeker,Social Media Influencer,Know a few key ingredients,3.1,1-2 Products,Niacinamide Serum|Moisturiser/Day Cream|Ayurvedic/Herbal Products|Face Wash/Cleanser|Toner/Mist|Sunscreen/SPF,Natural/Ayurvedic Only,Festivals/Occasions Only,Dont Wear Ethnic,Rs1201-2500,600-999,800.0,Amazon/Flipkart|Local Pharmacy,1.8,No-Prefer One-time,Instagram/Reels|Friends/Family,2.8,Probably Yes - Trial First,Interested,32,57000,3.93,2.27,3.13
